50         0.5     79.8066    0.955245
50    0.515152     73.3309    0.881891
50    0.530303     66.9293    0.911301
50    0.545455     61.8765     0.82209
50    0.560606     56.9444    0.812992
50    0.575758     52.0099    0.859748
50    0.590909     47.5712    0.759238
50    0.606061     43.1954    0.883276
50    0.621212     39.1554    0.755681
50    0.636364     36.3781    0.695974
50    0.651515     32.7584    0.634739
50    0.666667     30.0888    0.542251
50    0.681818     27.5221    0.476133
50     0.69697     24.6857    0.417801
50    0.712121     22.7374    0.362734
50    0.727273     20.7988     0.29703
50    0.742424     19.5771    0.279649
50    0.757576      18.313    0.262062
50    0.772727     17.0393     0.21696
50    0.787879     15.9282    0.194457
50     0.80303     14.7533    0.177669
50    0.818182     13.8839    0.133835
50    0.833333     13.0192    0.117393
50    0.848485     12.3282    0.115889
50    0.863636     11.7131    0.114508
50    0.878788     11.1441    0.113694
50    0.893939     10.6064    0.105055
50    0.909091     10.1171    0.089762
50    0.924242     9.49536   0.0817215
50    0.939394     8.96556   0.0659054
50    0.954545     8.53489   0.0638586
50    0.969697     8.10573   0.0716494
50    0.984848     7.75704     0.07302
50           1     7.40836   0.0672075
50     1.01515     7.09685   0.0638773
50      1.0303     6.76367   0.0622185
50     1.04545     6.49068   0.0602636
50     1.06061      6.2192   0.0547885
50     1.07576      5.9811   0.0501936
50     1.09091     5.78456    0.042224
50     1.10606     5.56844   0.0404641
50     1.12121     5.35063   0.0371658
50     1.13636     5.15681    0.035564
50     1.15152     4.98286   0.0335476
50     1.16667     4.80941   0.0312696
50     1.18182     4.61862   0.0295538
50     1.19697     4.47065   0.0274054
50     1.21212     4.32177   0.0275358
50     1.22727     4.18456   0.0259145
50     1.24242     4.03646   0.0264166
50     1.25758     3.91331   0.0257556
50     1.27273     3.78748   0.0230835
50     1.28788     3.67205   0.0219303
50     1.30303     3.57265   0.0214903
50     1.31818     3.46727   0.0191376
50     1.33333      3.3729   0.0195198
50     1.34848     3.27923   0.0180836
50     1.36364     3.19433   0.0177782
50     1.37879     3.10392   0.0188033
50     1.39394     3.02216   0.0181601
50     1.40909     2.94162   0.0177196
50     1.42424     2.86584   0.0163511
50     1.43939     2.79727   0.0149118
50     1.45455     2.73122   0.0144872
50      1.4697     2.66866    0.014758
50     1.48485      2.6015    0.013659
50         1.5     2.54385   0.0133089
50     1.51515     2.48717   0.0126717
50      1.5303     2.43357   0.0130004
50     1.54545     2.38181   0.0129588
50     1.56061     2.32548   0.0121439
50     1.57576     2.27341   0.0121055
50     1.59091      2.2247   0.0111618
50     1.60606     2.18356   0.0104265
50     1.62121     2.13371  0.00984968
50     1.63636     2.08958  0.00920077
50     1.65152     2.04496  0.00908552
50     1.66667     2.00661   0.0085502
50     1.68182      1.9657  0.00902308
50     1.69697     1.92749  0.00855699
50     1.71212     1.89305  0.00811627
50     1.72727      1.8565  0.00819684
50     1.74242     1.82286  0.00788089
50     1.75758     1.78904  0.00775216
50     1.77273     1.75531  0.00792359
50     1.78788     1.72354   0.0077866
50     1.80303     1.69151  0.00753303
50     1.81818     1.66327  0.00762352
50     1.83333     1.63408   0.0075922
50     1.84848     1.60619  0.00764602
50     1.86364     1.58068   0.0074341
50     1.87879     1.55171  0.00734291
50     1.89394     1.52809  0.00715664
50     1.90909     1.50508  0.00693301
50     1.92424     1.48092  0.00690586
50     1.93939     1.45895  0.00663191
50     1.95455     1.43628  0.00636836
50      1.9697     1.41317  0.00622841
50     1.98485     1.39254  0.00586379
50           2     1.37113  0.00572385
