-6.79309    -6.01338
-6.61538    -4.89803
-6.47599     -4.0736
-6.36345    -3.46426
-6.3557    -3.33016
-6.25274    -2.85611
-6.18165    -2.40721
-6.11267    -2.01409
-6.01244    -1.58668
-5.94798    -1.28142
-5.98178    -1.45424
-5.96517    -1.30248
-6.05038    -1.74597
-6.05712    -1.76996
-5.98382     -1.3804
-5.95031    -1.23139
-5.86667   -0.874574
-5.86843   -0.899073
-5.78481   -0.519693
-5.78908   -0.487478
-5.63332    0.359725
-5.72192   -0.073754
-5.73306    -0.12071
-5.85683   -0.659965
-5.88267   -0.909312
-5.97882    -1.26214
-5.87906   -0.774502
-5.89228   -0.844091
-5.89301   -0.817762
-5.92524   -0.967451
-5.88795   -0.845073
-5.85733   -0.685525
-5.87373    -0.72413
-5.87516   -0.771321
-5.84576   -0.620305
-5.86058   -0.654405
-5.7991   -0.458571
-5.75654   -0.258879
-5.71874   -0.179458
-5.77476   -0.386208
-5.78445   -0.430152
-5.79447   -0.428234
-5.73244   -0.105041
-5.77823   -0.233575
-5.78421   -0.303505
-5.78339   -0.296938
-5.81018   -0.472111
-5.82946   -0.570687
-5.85189   -0.670968
-5.89022   -0.836448
-5.84705   -0.634981
-5.83081   -0.579058
-5.83377   -0.632317
-5.79895   -0.542668
-5.7952   -0.516926
-5.76862   -0.411329
-5.84897   -0.786799
-5.88558   -0.843575
-5.92878   -0.942305
-5.91463   -0.874643
-5.85883   -0.671118
-5.8518   -0.623189
-5.70521   0.0817663
-5.69951     0.11054
-5.7389   -0.135076
-5.72942  -0.0730431
-5.80639     -0.3657
-5.77232  -0.0915055
-5.76243  -0.0920867
-5.76355  -0.0956884
-5.66439    0.283912
-5.67039    0.175739
-5.61754     0.41271
-5.66287    0.310709
-5.66868     0.25459
-5.66891    0.165496
-5.675    0.178968
-5.75369    -0.21355
-5.82726   -0.526026
-5.82404   -0.562707
-5.82221    -0.57037
-5.80529   -0.423983
-5.81378    -0.51558
-5.87482   -0.810809
-5.79019   -0.392632
-5.68776   0.0995272
-5.78071   -0.292814
-5.81507   -0.544433
-5.82254   -0.499792
-5.76088   -0.137881
-5.76212  -0.0760487
-5.63969    0.371582
-5.63567    0.349174
-5.71137   0.0462716
-5.77144   -0.192267
-5.77816   -0.236517
-5.7777   -0.182323
-5.66497    0.248545
-5.74433   -0.145214
-5.65614    0.218863
-5.68096    0.087506
-5.60078    0.425502
-5.5856    0.487752
-5.61199    0.407342
-5.685     0.15555
-5.68164    0.143072
-5.65896    0.268929
-5.6387    0.362028
-5.61734    0.518455
-5.66216    0.411226
-5.6563    0.405692
-5.66132      0.3594
-5.71201    0.153905
-5.69164    0.268084
-5.63627    0.445312
-5.70115   0.0753314
-5.80871   -0.379895
-5.81084   -0.319944
-5.75899   -0.153944
-5.73572 0.000124051
-5.77557    -0.19786
-5.66959     0.28806
-5.63357    0.470811
-5.59562    0.718654
-5.58605    0.758685
-5.51814     1.06789
-5.57253     0.82649
-5.66447    0.486495
-5.56802    0.758005
-5.55554    0.845952
-5.62921    0.509836
-5.60573    0.583945
-5.5427    0.904527
-5.56224    0.681144
-5.69924   0.0940396
-5.66911    0.252646
-5.70177   0.0387995
-5.70461 -0.00901315
-5.6598    0.239084
-5.67099    0.170599
-5.64134    0.141565
-5.64454    0.167116
-5.6649    0.106388
-5.66262    0.197331
-5.68675    0.127277
-5.6706    0.282509
-5.66699    0.286859
-5.63655    0.428304
-5.67473    0.338234
-5.68143    0.338559
-5.70462    0.172875
-5.6635    0.395809
-5.66904    0.333419
-5.59401    0.609435
-5.49442     1.06407
-5.51133    0.933681
