         100           0           0           0           0
         100   0.0256496           0           0           0
         100   0.0512993           0           0           0
         100   0.0769489           0           0           0
         100    0.102599           0           0           0
         100    0.128248           0           0           0
         100    0.153898           0           0           0
         100    0.179547           0           0           0
         100    0.205197           0           0           0
         100    0.230847           0           0           0
         100    0.256496           0           0           0
         100    0.282146           0           0           0
         100    0.307796           0           0           0
         100    0.333445           0           0           0
         100    0.359095           0           0           0
         100    0.384745           0           0           0
         100    0.410394           0           0           0
         100    0.436044           0           0           0
         100    0.461694           0           0           0
         100    0.487343           0           0           0
         100    0.512993           0           0           0
         100    0.538642           0           0           0
         100    0.564292           0           0           0
         100    0.589942           0           0           0
         100    0.615591           0           0           0
         100    0.641241           0           0           0
         100    0.666891           0           0           0
         100     0.69254           0           0           0
         100     0.71819           0           0           0
         100     0.74384           0           0           0
         100    0.769489           0           0           0
         100    0.795139           0           0           0
         100    0.820788           0           0           0
         100    0.846438           0 1.42002e-05 2.63538e-06
         100    0.872088  0.00115549  0.00129103   2.468e-05
         100    0.897737   0.0247883   0.0241531 0.000110585
         100    0.923387    0.163207    0.165144 0.000377563
         100    0.949037    0.562886     0.56357 0.000856285
         100    0.974686     1.18764     1.20329  0.00112498
         100     1.00034     1.85524     1.86386  0.00128211
         100     1.02599     2.33556     2.33875  0.00122821
         100     1.05164     2.55973     2.55335 0.000895166
         100     1.07728     2.54776      2.5498 0.000978149
         100     1.10293     2.40564     2.40751 0.000992848
         100     1.12858     2.20388     2.19787 0.000997807
         100     1.15423       1.974     1.97228  0.00100156
         100     1.17988     1.75811     1.75413  0.00110709
         100     1.20553     1.56332      1.5581 0.000858332
         100     1.23118     1.39794     1.38895  0.00082437
         100     1.25683      1.2482      1.2442 0.000769144
         100     1.28248     1.12173     1.12482 0.000740699
         100     1.30813     1.02968     1.02297 0.000690159
         100     1.33378    0.938059    0.941113 0.000599971
         100     1.35943     0.87651    0.872665 0.000511607
         100     1.38508    0.813645    0.817206 0.000505943
         100     1.41073     0.77405    0.772358 0.000477079
         100     1.43638    0.745129    0.737287  0.00056098
         100     1.46203    0.710722    0.710307 0.000485982
         100     1.48768    0.694012    0.691295 0.000526495
         100     1.51333    0.676789    0.678187 0.000515521
         100     1.53898    0.672065    0.672365 0.000573338
         100     1.56463    0.664205    0.671069 0.000547101
         100     1.59028    0.674637    0.675823 0.000520749
         100     1.61593    0.683015    0.686173 0.000565119
         100     1.64158     0.70034    0.701923 0.000481242
         100     1.66723    0.723386    0.723451 0.000484891
         100     1.69288    0.749458     0.74985 0.000424484
         100     1.71853    0.777445     0.78047 0.000469205
         100     1.74418    0.813611    0.816006 0.000453599
         100     1.76983     0.84863     0.85406 0.000473995
         100     1.79547     0.89183    0.894389 0.000471433
         100     1.82112    0.932982    0.935674 0.000469313
         100     1.84677    0.979236    0.977981 0.000486355
         100     1.87242     1.02109     1.01848 0.000483549
         100     1.89807     1.06175     1.05854 0.000489174
         100     1.92372     1.10047     1.09588 0.000494943
         100     1.94937     1.13283     1.13064 0.000441613
         100     1.97502     1.15846     1.16216 0.000444068
         100     2.00067     1.18329     1.18586 0.000424263
         100     2.02632     1.19628     1.20422 0.000443711
         100     2.05197     1.21632     1.21357 0.000388935
         100     2.07762     1.21414     1.21498 0.000452838
         100     2.10327     1.21414     1.20837 0.000422287
         100     2.12892     1.19455     1.19428 0.000444793
         100     2.15457     1.17755     1.17423 0.000461236
         100     2.18022     1.15604     1.15005 0.000466701
         100     2.20587      1.1246     1.12308 0.000447671
         100     2.23152     1.10189      1.0954  0.00038272
         100     2.25717     1.06496     1.06643 0.000470535
         100     2.28282     1.04176     1.03869 0.000431911
         100     2.30847     1.01016     1.01206 0.000375213
         100     2.33412    0.989236     0.98795  0.00039735
         100     2.35977    0.969078     0.96616 0.000410286
         100     2.38542    0.943915    0.946992 0.000393233
         100     2.41107     0.93086    0.931336 0.000426111
         100     2.43672    0.917203    0.918388 0.000395883
         100     2.46237    0.904983    0.908675 0.000414937
         100     2.48802    0.890107    0.894906 0.000365033
         100     2.51366    0.882505    0.885909 0.000385896
         100     2.53931    0.881428    0.885752 0.000415323
