-8.71336     1.25104
-8.44843       2.685
-8.26633     3.67288
-8.19488     4.05687
-8.12103     4.44389
-8.07289     4.69795
-7.98924     5.14245
-7.95569     5.33957
-7.86577     5.82471
-7.83147     6.01779
-7.78201     6.30261
-7.72091     6.64153
-7.7307     6.56143
-7.77622     6.32288
-7.80843     6.14731
-7.77578      6.3289
-7.66849     6.94246
-7.65429     7.02293
-7.52886     7.73779
-7.55837     7.53908
-7.38615     8.49704
-7.54561     7.62281
-7.47607     8.03402
-7.58067     7.49138
-7.66474     7.00331
-7.69529      6.7969
-7.65879     6.99035
-7.64506     7.07428
-7.65522     7.05057
-7.65495     7.02526
-7.6895     6.80024
-7.60061     7.32456
-7.5575     7.59746
-7.61081     7.25424
-7.66437     6.96075
-7.67971     6.86918
-7.64727     7.03984
-7.66462     6.93752
-7.67802     6.84184
-7.74857     6.45416
-7.8034     6.14484
-7.77554     6.31134
-7.71627     6.63086
-7.66927     6.93173
-7.72461     6.59956
-7.683     6.82222
-7.67707     6.87696
-7.59412     7.30608
-7.61461     7.19287
-7.58691      7.3727
-7.55632     7.55002
-7.47491     7.97425
-7.54224     7.62933
-7.56713     7.49812
-7.53697     7.62646
-7.60387     7.27768
-7.63771     7.10658
-7.70253      6.7658
-7.70765     6.73424
-7.72619     6.62863
-7.64096     7.08618
-7.64393     7.06794
-7.59339      7.3221
-7.52303     7.72787
-7.57026     7.48876
-7.48547     7.98489
-7.49164     7.94204
-7.48814     7.95277
-7.54538     7.63725
-7.51229     7.84135
-7.4843     7.94285
-7.56199      7.5321
-7.5329     7.68702
-7.52159     7.78567
-7.54571     7.63376
-7.551     7.59649
-7.51327     7.79375
-7.47806     7.96178
-7.59823      7.2965
-7.62454     7.14346
-7.66371     6.97163
-7.64176     7.08586
-7.60955     7.23303
-7.66337     6.91207
-7.63     7.14299
-7.48982     7.92431
-7.52765      7.7056
-7.52986     7.68289
-7.50398     7.86753
-7.56365     7.52099
-7.49834     7.89111
-7.56348     7.50668
-7.58733     7.38298
-7.57093     7.45345
-7.58215     7.38143
-7.57799      7.3963
-7.52997     7.69012
-7.47488     8.00194
-7.47419     7.98644
-7.48703     7.92812
-7.51639     7.74877
-7.48141     7.94967
-7.4796     7.92917
-7.41901     8.28203
-7.41395     8.31679
-7.4416     8.14835
-7.47839      7.9136
-7.47348     7.98104
-7.46625     8.02708
-7.51252     7.76183
-7.5131     7.75453
-7.53391     7.63616
-7.58351     7.36898
-7.58956      7.3308
-7.47341     7.98808
-7.42956     8.21719
-7.56798     7.45181
-7.57043     7.45165
-7.52015     7.74264
-7.48607     7.93756
-7.4073     8.40608
-7.30738     8.91925
-7.36573     8.60724
-7.30763     8.94217
-7.31595     8.87658
-7.37791      8.5404
-7.42962     8.22902
-7.53767     7.62488
-7.45435     8.06591
-7.46804     7.97186
-7.60956     7.18427
-7.57735     7.38394
-7.5899     7.32554
-7.59523     7.31066
-7.6287     7.11178
-7.60957     7.20675
-7.57342     7.38939
-7.56853     7.44087
-7.55057     7.55773
-7.54593     7.58155
-7.48664     7.86727
-7.53237     7.63965
-7.55945     7.48331
-7.43418     8.21354
-7.50023     7.88822
-7.47732     7.98057
-7.45671     8.08289
-7.46004     8.05733
-7.49415      7.8729
-7.53065     7.71688
-7.53456     7.68651
-7.50126     7.84011
-7.57713     7.44174
-7.60291     7.28844
-7.60103     7.27064
-7.61035     7.21444
-7.69127     6.79939
-7.60174     7.25448
-7.6448     7.00702
-7.55633     7.53633
-7.58168     7.37739
-7.63063     7.09125
-7.59197     7.28505
-7.53749     7.64976
-7.65202     6.99953
-7.57504     7.38276
-7.5955     7.25988
-7.59278     7.33109
-7.54202     7.60035
-7.64991     7.01706
-7.5825     7.41824
-7.59856     7.30305
-7.54864     7.57183
-7.58078     7.39197
-7.49145     7.87991
-7.53753     7.63253
-7.49971     7.86946
-7.5774     7.47146
-7.58553     7.41853
-7.47936     8.01346
-7.54616     7.63574
-7.53994     7.65252
-7.61576     7.22063
-7.58559     7.38855
-7.4276     8.25007
-7.47761     7.98331
-7.42765     8.25037
-7.35654     8.62118
-7.42209     8.24891
-7.41323     8.33654
-7.44751      8.1496
-7.36621     8.62158
-7.39654     8.44771
-7.4563     8.10933
-7.54092      7.6709
-7.48326     7.95071
-7.51392     7.74505
-7.46955     8.00762
-7.50624     7.80694
-7.51981     7.74884
-7.54305     7.61063
-7.51113     7.76404
-7.46312     8.05098
-7.49096     7.88265
-7.50526     7.81445
-7.51358     7.76175
-7.41104     8.32424
-7.37766     8.53714
-7.35764      8.6629
-7.39534     8.45809
-7.39873     8.47053
-7.51693     7.78087
-7.46443     8.05958
-7.46148     8.10849
-7.43847     8.22816
-7.35514     8.66293
-7.35431     8.67043
-7.44794     8.15324
-7.45385     8.11629
-7.47729     8.01112
-7.57007      7.4918
-7.56924     7.47347
-7.61823     7.20897
-7.57787     7.41121
-7.53944     7.62649
-7.60213     7.29366
-7.5921     7.36056
-7.55382     7.56593
-7.51048     7.77827
-7.49175     7.86259
-7.49589     7.86183
-7.48166      7.9194
-7.47478     7.97093
-7.46847     7.98722
-7.53228     7.66015
-7.54157     7.59821
-7.59279     7.33966
-7.61732      7.2212
-7.51352     7.77213
-7.43519     8.23147
-7.50447      7.8229
-7.60031     7.30111
-7.64623     7.04396
-7.70221     6.70679
-7.65379     7.00174
-7.64332     7.07672
-7.60282     7.31382
-7.59947     7.31356
-7.62245     7.20801
-7.53412     7.70182
-7.58961      7.3849
-7.51532      7.8182
-7.5204     7.79658
-7.55676      7.5959
-7.57836     7.46201
-7.62646     7.15126
-7.62217     7.18524
-7.63311     7.15858
-7.62887     7.14611
-7.67951     6.88952
-7.7005     6.78396
-7.69113      6.8115
-7.77315     6.34064
-7.74077     6.52049
-7.67254     6.89513
-7.58151      7.3779
-7.5693     7.46717
-7.64371     7.03067
-7.60544     7.24126
-7.63568     7.08802
-7.59488     7.31754
-7.54502      7.6062
-7.5157     7.78072
-7.56241     7.48596
-7.53664     7.60587
-7.46508     8.02236
-7.41122     8.35195
-7.48334     7.93284
-7.51794     7.75431
-7.43741     8.18776
-7.39118     8.43752
-7.37528     8.49244
-7.47559     7.95989
-7.51793     7.75957
-7.53533     7.64242
-7.64976     7.02613
-7.59848     7.34092
-7.59268     7.38904
-7.50073     7.87238
-7.44314     8.21207
-7.4114      8.3877
-7.46198     8.07882
-7.5248     7.68835
-7.53492     7.62375
-7.4865     7.89911
-7.39984     8.38435
-7.41237     8.30197
-7.52027     7.74972
-7.49259     7.90984
-7.5095     7.79123
-7.55791     7.54496
-7.56983      7.4278
-7.58068     7.37183
-7.63538     7.10582
-7.44799      8.1364
-7.43163     8.25126
-7.4385     8.23645
-7.46704     8.07902
-7.34827     8.74212
-7.3214      8.8937
-7.36808     8.63981
-7.30457     8.97873
-7.33044      8.8076
-7.42112     8.28157
-7.43919     8.17955
-7.40293     8.42297
-7.50547     7.85259
-7.50483     7.85662
-7.52568     7.70277
-7.56397     7.48551
-7.58435     7.37918
-7.51007     7.81717
-7.53046     7.70165
-7.54177     7.65777
-7.53811     7.66498
-7.57988     7.42656
-7.56088     7.55993
-7.52606     7.76363
-7.59635     7.35777
-7.6248     7.18218
-7.61093     7.23479
-7.63024     7.11415
-7.64184      7.0575
-7.59864     7.31008
-7.63201     7.09893
-7.54279     7.59062
-7.51178     7.78658
-7.52883     7.68401
-7.62779     7.12563
-7.56413     7.45695
-7.58141     7.38755
-7.59468     7.30316
-7.60913     7.23912
-7.65197      6.9922
-7.5962     7.30944
-7.63473     7.12638
-7.74742     6.50731
-7.61394     7.24392
-7.52834     7.69756
-7.56898     7.46112
-7.58117     7.39996
-7.58835     7.31153
-7.59097     7.29227
-7.5908     7.29926
-7.56257     7.44871
-7.40113     8.33125
-7.44864     8.10401
-7.49083     7.91302
-7.49704     7.84053
-7.47958     7.97996
-7.53239     7.66929
-7.48133      7.9925
-7.3992     8.45636
-7.46319     8.06816
-7.53022     7.63859
-7.54203     7.58463
-7.56628     7.46317
-7.47531     7.95577
-7.57218     7.44313
-7.58879     7.35544
-7.52779     7.66585
-7.49185     7.87604
-7.51969     7.73691
-7.53146     7.70036
-7.53664     7.66712
-7.51473     7.78627
-7.52044     7.72704
-7.55017     7.58794
-7.55671     7.55514
-7.61654     7.21067
-7.60467     7.30611
-7.5443     7.64122
-7.57616     7.45152
-7.65105     7.04911
-7.59095     7.37094
-7.61779     7.22977
-7.66942     6.91688
-7.5835     7.40204
-7.5499     7.60637
-7.65414     6.99152
-7.68426     6.82335
-7.67599     6.88815
-7.53127     7.67272
-7.4377     8.20032
-7.48759     7.94674
-7.5038      7.8577
-7.53991     7.65099
-7.60793      7.2718
-7.63841     7.07602
-7.67094     6.86435
-7.61068     7.24159
-7.61868     7.18025
-7.55367     7.54264
-7.5546     7.52837
-7.53121     7.67283
-7.58492      7.3688
-7.58361      7.4014
-7.54806     7.59242
-7.56629     7.42809
-7.63728     7.07146
-7.67316     6.91009
-7.67845     6.85307
-7.64641     7.05013
-7.65876     6.97413
-7.60401     7.28851
-7.52305     7.74274
-7.56868     7.49133
-7.49947     7.87012
-7.58132      7.4062
-7.55925     7.55146
-7.57345     7.47561
-7.58971     7.35364
-7.68352     6.84781
-7.62457     7.17337
-7.63036     7.14494
-7.66195     6.98835
-7.53086     7.73183
-7.45601     8.12769
-7.47745     8.00516
-7.47911      8.0213
-7.44418     8.19656
-7.46201     8.14896
-7.48141     8.04763
-7.50589      7.8561
-7.45316     8.15809
-7.56633     7.53203
-7.59837      7.3631
-7.54966     7.61903
-7.56918     7.51688
-7.57456     7.46256
-7.57973     7.38548
-7.69016     6.79698
-7.71164     6.66391
-7.72806     6.59715
-7.67872     6.85684
-7.59205     7.34603
-7.61141     7.26179
-7.57224     7.44921
-7.60969     7.26205
-7.55535     7.57292
-7.54467     7.60315
-7.49952     7.89141
-7.55049     7.59112
-7.53748      7.6363
-7.50607      7.8104
-7.46066     8.07091
-7.4239     8.23919
-7.46868     7.99491
-7.41238      8.3209
-7.50786     7.79645
-7.52116     7.71978
-7.51362     7.75353
-7.56425     7.49285
-7.5605     7.49118
-7.58081     7.38105
-7.5798     7.37695
-7.55547     7.54563
-7.61757      7.1785
-7.6902     6.77535
-7.7043     6.70976
-7.69367      6.7532
-7.65669     6.97062
-7.66844     6.89344
-7.61255     7.25327
-7.54133     7.67214
-7.60646     7.30973
-7.53461     7.69251
-7.52271     7.76253
-7.63158     7.13672
-7.63886     7.09088
-7.60472     7.26576
-7.58962     7.34596
-7.55659     7.53815
-7.61791     7.22888
-7.51983     7.76729
-7.45699     8.10431
-7.46969     8.04887
-7.49851     7.86305
-7.57574     7.42081
-7.53268     7.66928
-7.51223      7.7894
-7.56078     7.52408
-7.50658     7.82335
-7.42957     8.26446
-7.47505     8.03876
-7.52663     7.77288
-7.5234     7.78599
-7.632      7.1367
-7.63108     7.14002
