-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0.000245902 0.000239675
-2.6375 0.000672131 0.000655112
-2.6125 6.55738e-05 6.39134e-05
-2.5875 1.63934e-05 1.59784e-05
-2.5625 0 0
-2.5375 0 0
-2.5125 0 0
-2.4875 0 0
-2.4625 0 0
-2.4375 0 0
-2.4125 0 0
-2.3875 0 0
-2.3625 0 0
-2.3375 8.19672e-06 7.98918e-06
-2.3125 0.00119672 0.000874026
-2.2875 0.00268852 0.00181795
-2.2625 0.00191803 0.000956814
-2.2375 0.00191803 0.00102417
-2.2125 0.000540984 0.000290978
-2.1875 0.000622951 0.000363735
-2.1625 0.00143443 0.000706905
-2.1375 0.00302459 0.00154179
-2.1125 0.00519672 0.0015185
-2.0875 0.00577049 0.00203809
-2.0625 0.00486885 0.00193328
-2.0375 0.00385246 0.00121115
-2.0125 0.00509016 0.00115265
-1.9875 0.00498361 0.00111562
-1.9625 0.00746721 0.00166958
-1.9375 0.0095 0.00207717
-1.9125 0.00902459 0.00281238
-1.8875 0.0141066 0.00253631
