0 0 0
1 67.9709 66.866
2 39.0887 54.0612
3 48.8725 93.641
4 81.8359 54.1168
5 -69.5252 105.118
6 127.097 87.4306
7 -9.17525 74.464
8 39.1638 82.7641
9 -13.0236 78.9716
10 53.776 71.9281
11 10.624 75.5477
12 54.5333 56.9101
13 -78.2063 64.4664
14 -21.1881 61.0502
15 70.1823 66.242
16 -70.1839 72.7766
17 89.7628 84.9565
18 -78.1471 66.3386
19 14.9394 82.2236
20 -10.6807 79.7729
21 211.021 67.4652
22 77.5267 77.6152
23 53.5207 67.8368
24 -50.6646 39.8936
25 -26.1539 56.3097
26 41.752 76.8692
27 8.93314 70.0949
28 12.6004 89.1211
29 65.4404 70.766
30 -111.298 64.0056
31 -56.6996 56.9468
32 -15.206 78.0967
33 30.997 63.628
34 -121.996 55.1782
35 -1.07054 88.8996
36 60.7187 69.1808
37 -144.462 75.2235
38 139.219 62.6724
39 -155.679 73.4774
40 -39.7104 54.2988
41 19.4409 56.941
42 34.7241 67.4592
43 -0.973821 61.6411
44 82.1781 85.7285
45 -97.1656 79.1769
46 148.375 57.5077
47 -109.125 67.37
48 52.5401 61.8609
49 -72.5523 63.2569
50 -75.7692 61.1618
51 -2.31103 73.7274
52 -146.965 65.8047
53 51.7827 80.1792
54 -27.0772 80.4628
55 -109.232 73.845
56 -36.6296 47.1965
57 57.017 59.7179
58 -6.27567 68.0941
59 -31.9309 76.8485
60 120.765 87.3414
61 159.107 71.9321
62 73.2408 78.0198
63 -79.0849 70.8308
64 -21.3073 64.536
65 50.5568 70.7231
66 -37.641 62.4797
67 43.4148 66.3805
68 42.2222 78.2413
69 26.754 80.4939
70 3.28106 76.8598
71 -84.8447 67.9371
72 19.3695 68.936
73 0.373825 60.9944
74 -44.8346 60.3867
75 -90.0875 67.5212
76 -33.0402 43.0959
77 7.89951 74.242
78 -45.7096 78.9845
79 -64.5508 71.1573
80 -2.08439 59.2156
81 -42.3068 59.3732
82 60.4568 81.0809
83 -11.752 61.7186
84 -71.0218 55.5385
85 -2.03517 97.7695
86 77.7055 79.6599
87 -39.0739 63.7544
88 -87.5759 76.4215
89 -1.49618 77.8685
90 -30.5968 79.9003
91 -124.404 72.62
92 10.7644 76.692
93 23.8337 69.866
94 13.8061 63.4145
95 -72.9104 66.0017
96 -20.2108 61.7564
97 158.157 91.0576
98 110.305 53.2918
99 14.5119 70.5617
100 25.4854 66.2046
101 -22.0123 101.581
102 -46.5008 81.4533
103 62.3466 63.1752
104 14.5724 65.5584
105 55.1432 85.8602
106 -1.61032 84.2158
107 89.075 69.7484
108 53.5769 71.3072
109 18.7226 83.8358
110 -41.1519 73.7584
111 -116.546 62.9155
112 -78.7656 80.5983
113 89.6899 78.225
114 17.1599 69.3719
115 -22.6704 87.4633
116 12.4534 93.4922
117 69.9304 71.1074
118 28.7458 86.1347
119 106.974 81.6965
120 39.6676 56.7738
121 4.17075 64.332
122 7.08832 62.0182
123 19.6346 60.8651
124 75.7275 61.1286
125 -28.2548 69.9902
126 202.541 74.3641
127 -136.945 67.1737
128 -61.9157 55.6686
129 83.5898 73.78
130 71.1785 65.6217
131 -173.887 84.4767
132 72.5054 75.1531
133 29.0214 71.8801
134 68.1303 81.5768
135 -14.7427 84.4117
136 32.6342 81.9746
137 -10.2457 65.7029
138 -39.0324 74.0302
139 -60.6026 70.1698
140 62.8839 75.4664
141 -87.471 86.3288
142 -13.3807 75.2012
143 -132.038 79.7015
144 79.437 77.7955
145 -12.334 66.8571
146 -11.9348 54.4068
147 63.4847 85.829
148 -1.9196 70.2447
149 -78.0516 82.8875
150 17.3783 78.7823
151 -152.422 89.8478
152 -24.475 67.2791
153 -35.8883 89.7586
154 -8.15452 50.9607
155 18.9672 66.8455
156 -67.6858 85.9847
157 -3.95519 74.8816
158 1.04749 72.1491
159 35.5893 53.3972
160 -12.2919 77.2174
161 -127.866 82.5016
162 -45.7734 66.9029
163 -21.6674 82.3611
164 -105.778 73.9611
165 -67.049 77.8608
166 40.9748 68.0374
167 -16.1677 55.877
168 -0.224069 85.8089
169 -70.8908 73.6066
170 40.5752 73.8661
171 -58.894 51.9431
172 -34.3429 59.4334
173 73.1098 68.2527
174 -64.3593 79.9866
175 -10.9289 84.9598
176 -93.7601 76.7817
177 9.75993 65.4834
178 -9.76249 67.2628
179 -96.8122 81.3963
180 86.8371 71.8152
181 50.6288 73.3291
182 9.51697 93.465
183 60.0705 87.8845
184 12.0492 77.0558
185 145.411 78.6788
186 -31.678 76.3643
187 -41.2311 84.1109
188 -100.545 65.6597
189 33.6511 60.9493
190 17.5402 64.0375
191 -125.546 60.2513
192 -4.5506 74.6341
193 41.1924 64.6263
194 -92.8621 85.7167
195 64.0182 62.346
196 -139.341 62.5437
197 -39.2136 86.3218
198 131.982 82.4847
199 -1.10772 76.1221
