           1     1.08678     1.08678           0
           2     1.10836     1.09757   0.0107884
           3      1.1038     1.09964  0.00656576
           4     1.10326     1.10055     0.00473
           5     1.09823     1.10009  0.00369295
           6     1.10051     1.10016  0.00301613
           7     1.08345     1.09777  0.00349233
           8     1.11424     1.09983  0.00365897
           9     1.09564     1.09936  0.00326034
          10     1.10914     1.10034  0.00307559
          11      1.0922      1.0996  0.00287867
          12     1.08599     1.09847  0.00286234
          13     1.08814     1.09767  0.00275029
          14     1.09463     1.09745   0.0025555
          15     1.09858     1.09753  0.00238023
          16     1.09397     1.09731   0.0022376
          17      1.0865     1.09667   0.0021959
          18     1.09565     1.09661  0.00207108
          19     1.08184     1.09584  0.00210765
          20     1.09816     1.09595  0.00200286
          21     1.07793      1.0951  0.00208956
          22     1.07692     1.09427  0.00215673
          23     1.09536     1.09432  0.00206138
          24     1.10272     1.09467  0.00200444
          25     1.05872     1.09323  0.00240079
          26     1.08743     1.09301  0.00231738
          27     1.08923     1.09287  0.00223428
          28      1.1225     1.09392  0.00239911
          29     1.12032     1.09483  0.00248746
          30     1.08332     1.09445  0.00243355
          31     1.11333     1.09506  0.00243121
          32     1.12186      1.0959  0.00249855
          33       1.101     1.09605  0.00242659
          34     1.07325     1.09538  0.00244782
          35     1.09634     1.09541  0.00237701
          36      1.1031     1.09562  0.00231989
          37     1.09006     1.09547  0.00226132
          38     1.10541     1.09573  0.00221649
          39     1.13277     1.09668  0.00235855
          40     1.10399     1.09687  0.00230608
          41     1.10183     1.09699  0.00225239
          42     1.11885     1.09751  0.00225891
          43      1.1076     1.09774   0.0022182
          44     1.08716      1.0975  0.00218052
          45     1.09847     1.09752  0.00213162
          46     1.11087     1.09781  0.00210487
          47      1.0764     1.09736  0.00210938
          48     1.10339     1.09748  0.00206879
          49     1.09295     1.09739  0.00202824
          50     1.11329     1.09771  0.00201253
          51     1.09127     1.09758  0.00197671
          52     1.10447     1.09772  0.00194284
          53     1.09291     1.09762  0.00190799
          54     1.07683     1.09724  0.00191153
          55     1.09816     1.09726  0.00187653
          56     1.11388     1.09755  0.00186648
          57     1.12571     1.09805  0.00189882
          58     1.11232     1.09829  0.00188196
          59     1.10064     1.09833  0.00185022
          60     1.09005     1.09819  0.00182435
          61     1.07276     1.09778  0.00184202
          62     1.08153     1.09752  0.00183091
          63     1.11461     1.09779  0.00182192
          64     1.09782     1.09779  0.00179323
          65     1.06972     1.09736  0.00181748
          66      1.0955     1.09733  0.00178995
          67     1.09994     1.09737  0.00176346
          68     1.08459     1.09718  0.00174746
          69     1.09238     1.09711  0.00172336
          70     1.09189     1.09703  0.00170019
          71     1.11864     1.09734  0.00170349
          72     1.09158     1.09726  0.00168156
          73     1.08515     1.09709  0.00166664
          74     1.10544     1.09721  0.00164783
          75     1.10192     1.09727  0.00162692
          76     1.10602     1.09738  0.00160949
          77     1.10911     1.09754  0.00159574
          78     1.12349     1.09787  0.00160991
          79     1.09408     1.09782  0.00159013
          80     1.11184       1.098  0.00157988
          81     1.13294     1.09843   0.0016188
          82     1.08948     1.09832  0.00160265
          83     1.08309     1.09814  0.00159382
          84     1.09757     1.09813  0.00157475
          85     1.11752     1.09836  0.00157275
          86     1.07232     1.09805  0.00158356
          87     1.09325       1.098  0.00156623
          88     1.10633     1.09809  0.00155122
          89     1.10921     1.09822  0.00153877
          90     1.11062     1.09836   0.0015278
          91     1.09152     1.09828  0.00151279
          92     1.09148     1.09821  0.00149808
          93      1.0845     1.09806  0.00148919
          94     1.09435     1.09802  0.00147379
          95     1.09638       1.098  0.00145829
          96      1.0896     1.09792  0.00144568
          97      1.1065       1.098  0.00143343
          98     1.13698      1.0984  0.00147342
          99     1.10903     1.09851   0.0014624
         100     1.08341     1.09836  0.00145556
