           1   0.0487252   0.0487252           0
           2   0.0492927   0.0490089 0.000283708
           3   0.0492685   0.0490955 0.000185241
           4   0.0489588   0.0490613 0.000135369
           5   0.0489571   0.0490405 0.000106907
           6   0.0488606   0.0490105 9.22913e-05
           7   0.0490899   0.0490218 7.88211e-05
           8   0.0489684   0.0490152 6.85865e-05
           9   0.0493304   0.0490502 6.98952e-05
          10   0.0492165   0.0490668 6.46916e-05
          11   0.0485427   0.0490192 7.54614e-05
          12   0.0499838   0.0490995 0.000105862
          13   0.0493413   0.0491181 9.91381e-05
          14   0.0489296   0.0491047 9.27668e-05
          15   0.0487807   0.0490831 8.90205e-05
          16   0.0493585   0.0491003 8.50316e-05
          17    0.048904   0.0490887 8.07035e-05
          18   0.0487623   0.0490706 7.82197e-05
          19   0.0491202   0.0490732 7.40345e-05
          20    0.048398   0.0490395 7.79292e-05
          21   0.0492187    0.049048 7.46151e-05
          22   0.0494641   0.0490669  7.3614e-05
          23   0.0496085   0.0490905 7.41773e-05
          24   0.0487667    0.049077 7.22887e-05
          25   0.0488735   0.0490688 6.98127e-05
          26    0.049066   0.0490687  6.7074e-05
          27   0.0490873   0.0490694 6.45456e-05
          28   0.0488457   0.0490614 6.27089e-05
          29   0.0486354   0.0490467 6.22653e-05
          30   0.0489684   0.0490441 6.02106e-05
          31   0.0492278     0.04905 5.85367e-05
          32   0.0489317   0.0490463 5.67984e-05
          33   0.0490478   0.0490464 5.50503e-05
          34   0.0489137   0.0490425 5.35491e-05
          35   0.0494072   0.0490529 5.30306e-05
          36   0.0489718   0.0490507 5.15857e-05
          37   0.0491996   0.0490547 5.03333e-05
          38   0.0494823   0.0490659  5.0267e-05
          39   0.0495985   0.0490796 5.08298e-05
          40   0.0486308   0.0490684 5.07975e-05
          41   0.0493832    0.049076 5.01345e-05
          42    0.048942   0.0490729 4.90302e-05
          43   0.0490062   0.0490713 4.79015e-05
          44   0.0487879   0.0490649 4.72412e-05
          45   0.0484011   0.0490501  4.8478e-05
          46   0.0487825   0.0490443  4.7768e-05
          47   0.0491242    0.049046 4.67715e-05
          48   0.0487909   0.0490407 4.60941e-05
          49   0.0493678   0.0490474 4.56346e-05
          50    0.048613   0.0490387 4.55486e-05
